Artist_ID,Name,Genres,Popularity
5o3rHLdOcwJYHkjrRPjGN5,Arcane,modern jungle,6
3ALOIGa0q1fVdgFFwzBeGf,Pliskin,modern jungle,5
5bTevCLZ9UvsWvgKRK2Vp4,D.B.O. General,jungle,7
0kBMWz8OuMCDTokiBHDNNX,Aeon Four,modern jungle,1
1qLiuyjL0jMScZ07LxJpXY,Phineus II,modern jungle,4
3O99T0keO6tWxtkonFAksw,Dj Vocoda,ragga jungle,0
3lnZVfE4WTLZqbF7lE7NXB,Green Visionz,ragga jungle,1
67JFKCftBk3fMLFFVUjsPq,Blade,modern jungle,1
03MREAXuxoYh4HKpwDReFn,Parallel,modern jungle,0
4bYuovqhwez5mwJtY9IA66,Sixfootunda,ragga jungle,0
6ZD55MUfZBPpn1OtjcgEef,Kola Nut,modern jungle,3
5apjmjulX18Jfy817cD5cO,Demagrafiks,modern jungle,0
7qe9EA8c6jLW9BjMnNaURr,Nebula,modern jungle,1
52mJ7nidyVdR9peWInCwvb,Pastaman,modern jungle,0
2G2wzUCJY8YUqI8AWzDKSs,Ben Kei,modern jungle,0
1UkWYT0h3nNwp37GDyxrOO,Supa Ape,jungle,4
4UUnerjg5qV13V2yTLPs5T,X-Altera,"experimental techno, modern jungle",1
6z8YFYRNP53h39jPgQcX0J,Pull Up Collective,jungle,1
67JFKCftBk3fMLFFVUjsPq,Blade,modern jungle,1
1qLiuyjL0jMScZ07LxJpXY,Phineus II,modern jungle,4
5WPaWo9ccVYrfgVIb9FfC6,Debaser,ragga jungle,0
03MREAXuxoYh4HKpwDReFn,Parallel,modern jungle,0
1TyTV8l6TBijKbKZfrPDpC,Ruffkutt,modern jungle,1
1m2LGFZSyi1dfnQUSalcc9,Spliff Unit,ragga jungle,0
6524gyYNfZI6e69OqecUo3,U.Stone & Viniselecta,ragga jungle,4
3ftGgc72YrjcUcsA85246U,MA2,jungle,2
2QTsgOv8G8DvF6yCdkde1I,Twinhooker,ragga jungle,0
6IxSz2h6SeSM7onWQs3ZYm,Krinjah,ragga jungle,1
0cJvXGJlxicHkXdXutmVVR,Vince Rollin,modern jungle,0
3zjlQTzgW7cFrsFY1EAnXi,Damian's Ghost,modern jungle,4
3rsLQrjoTMvipoIhSOKRvL,Londons Most Wanted,jungle,0
00qb7D6q5uBj9MQKz6ROIm,Andrew Whitwell,modern jungle,2
5ns0KOMuNazj1VmWytmMjR,DJ Obese,ragga jungle,0
33ckrQtx0QExd6fgUYRUCQ,Sophisticated Bad Boyz,jungle,0
